#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS:  242521
# Band-Index    1
   0.00000    -15.648335
   0.01248    -15.657291
   0.02495    -15.665779
   0.03743    -15.673433
   0.04990    -15.680238
   0.06238    -15.686174
   0.07485    -15.691228
   0.08733    -15.695382
   0.09980    -15.698624
   0.11228    -15.700946
   0.12475    -15.702341
   0.13723    -15.702805
   0.13723    -15.702805
   0.14970    -15.702341
   0.16218    -15.700946
   0.17465    -15.698624
   0.18713    -15.695382
   0.19960    -15.691228
   0.21208    -15.686174
   0.22455    -15.680238
   0.23703    -15.673433
   0.24950    -15.665779
   0.26198    -15.657291
   0.27446    -15.648335
 
# Band-Index    2
   0.27446    -15.647622
   0.26198    -15.637880
   0.24950    -15.645321
   0.23703    -15.653462
   0.22455    -15.660607
   0.21208    -15.666768
   0.19960    -15.671960
   0.18713    -15.676190
   0.17465    -15.679470
   0.16218    -15.681808
   0.14970    -15.683208
   0.13723    -15.683674
   0.13723    -15.683674
   0.12475    -15.683208
   0.11228    -15.681808
   0.09980    -15.679470
   0.08733    -15.676190
   0.07485    -15.671960
   0.06238    -15.666768
   0.04990    -15.660607
   0.03743    -15.653462
   0.02495    -15.645321
   0.01248    -15.637880
   0.00000    -15.647622
 
# Band-Index    3
   0.00000    -15.626002
   0.01248    -15.636149
   0.02495    -15.626962
   0.03743    -15.615282
   0.04990    -15.613033
   0.06238    -15.618984
   0.07485    -15.624035
   0.08733    -15.628177
   0.09980    -15.631405
   0.11228    -15.633713
   0.12475    -15.635099
   0.13723    -15.635562
   0.13723    -15.635562
   0.14970    -15.635099
   0.16218    -15.633713
   0.17465    -15.631405
   0.18713    -15.628177
   0.19960    -15.624035
   0.21208    -15.618984
   0.22455    -15.613033
   0.23703    -15.615282
   0.24950    -15.626962
   0.26198    -15.636149
   0.27446    -15.626002
 
# Band-Index    4
   0.27446    -15.626001
   0.26198    -15.614814
   0.24950    -15.602600
   0.23703    -15.606177
   0.22455    -15.602813
   0.21208    -15.589588
   0.19960    -15.585319
   0.18713    -15.589479
   0.17465    -15.592715
   0.16218    -15.595025
   0.14970    -15.596410
   0.13723    -15.596872
   0.13723    -15.596872
   0.12475    -15.596410
   0.11228    -15.595025
   0.09980    -15.592715
   0.08733    -15.589479
   0.07485    -15.585319
   0.06238    -15.589588
   0.04990    -15.602813
   0.03743    -15.606177
   0.02495    -15.602600
   0.01248    -15.614814
   0.00000    -15.626001
 
# Band-Index    5
   0.00000    -15.580651
   0.01248    -15.589844
   0.02495    -15.598448
   0.03743    -15.589359
   0.04990    -15.575101
   0.06238    -15.580211
   0.07485    -15.575580
   0.08733    -15.560820
   0.09980    -15.560387
   0.11228    -15.562671
   0.12475    -15.564044
   0.13723    -15.564502
   0.13723    -15.564502
   0.14970    -15.564044
   0.16218    -15.562671
   0.17465    -15.560387
   0.18713    -15.560820
   0.19960    -15.575580
   0.21208    -15.580211
   0.22455    -15.575101
   0.23703    -15.589359
   0.24950    -15.598448
   0.26198    -15.589844
   0.27446    -15.580651
 
# Band-Index    6
   0.27446    -15.580087
   0.26198    -15.570039
   0.24950    -15.559385
   0.23703    -15.567222
   0.22455    -15.574186
   0.21208    -15.559829
   0.19960    -15.553115
   0.18713    -15.557197
   0.17465    -15.545296
   0.16218    -15.543286
   0.14970    -15.544659
   0.13723    -15.545117
   0.13723    -15.545117
   0.12475    -15.544659
   0.11228    -15.543286
   0.09980    -15.545296
   0.08733    -15.557197
   0.07485    -15.553115
   0.06238    -15.559829
   0.04990    -15.574186
   0.03743    -15.567222
   0.02495    -15.559385
   0.01248    -15.570039
   0.00000    -15.580087
 
# Band-Index    7
   0.00000    -15.540770
   0.01248    -15.550465
   0.02495    -15.558799
   0.03743    -15.546866
   0.04990    -15.542312
   0.06238    -15.548148
   0.07485    -15.543565
   0.08733    -15.537763
   0.09980    -15.540979
   0.11228    -15.528989
   0.12475    -15.511937
   0.13723    -15.494129
   0.13723    -15.494129
   0.14970    -15.511937
   0.16218    -15.528989
   0.17465    -15.540979
   0.18713    -15.537763
   0.19960    -15.543565
   0.21208    -15.548148
   0.22455    -15.542312
   0.23703    -15.546866
   0.24950    -15.558799
   0.26198    -15.550465
   0.27446    -15.540770
 
# Band-Index    8
   0.27446    -15.540575
   0.26198    -15.529934
   0.24950    -15.528077
   0.23703    -15.535612
   0.22455    -15.534031
   0.21208    -15.528494
   0.19960    -15.533601
   0.18713    -15.526327
   0.17465    -15.508145
   0.16218    -15.492102
   0.14970    -15.493622
   0.13723    -15.494129
   0.13723    -15.494129
   0.12475    -15.493622
   0.11228    -15.492102
   0.09980    -15.508145
   0.08733    -15.526327
   0.07485    -15.533601
   0.06238    -15.528494
   0.04990    -15.534031
   0.03743    -15.535612
   0.02495    -15.528077
   0.01248    -15.529934
   0.00000    -15.540575
 
# Band-Index    9
   0.00000    -15.510653
   0.01248    -15.519713
   0.02495    -15.518255
   0.03743    -15.515347
   0.04990    -15.522405
   0.06238    -15.520365
   0.07485    -15.505889
   0.08733    -15.490577
   0.09980    -15.489569
   0.11228    -15.492093
   0.12475    -15.493614
   0.13723    -15.494122
   0.13723    -15.494122
   0.14970    -15.493614
   0.16218    -15.492093
   0.17465    -15.489569
   0.18713    -15.490577
   0.19960    -15.505889
   0.21208    -15.520365
   0.22455    -15.522405
   0.23703    -15.515347
   0.24950    -15.518255
   0.26198    -15.519713
   0.27446    -15.510653
 
# Band-Index   10
   0.27446    -15.510403
   0.26198    -15.500534
   0.24950    -15.507286
   0.23703    -15.505640
   0.22455    -15.492109
   0.21208    -15.477683
   0.19960    -15.481470
   0.18713    -15.486024
   0.17465    -15.489560
   0.16218    -15.489058
   0.14970    -15.475557
   0.13723    -15.494119
   0.13723    -15.494119
   0.12475    -15.475557
   0.11228    -15.489058
